1.100000000000000006e-01,1.059999999999999970e-01,1.059999999999999970e-01,1.079999999999999988e-01,1.079999999999999988e-01
1.079999999999999988e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.059999999999999970e-01,1.100000000000000006e-01
1.079999999999999988e-01,1.120000000000000023e-01,1.059999999999999970e-01,1.079999999999999988e-01,1.100000000000000006e-01
1.100000000000000006e-01,1.120000000000000023e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.079999999999999988e-01
1.100000000000000006e-01,1.079999999999999988e-01,1.079999999999999988e-01,1.079999999999999988e-01,1.079999999999999988e-01
1.140000000000000041e-01,1.140000000000000041e-01,1.120000000000000023e-01,1.140000000000000041e-01,1.140000000000000041e-01
1.499999999999999944e-01,1.459999999999999909e-01,1.479999999999999927e-01,1.439999999999999891e-01,1.459999999999999909e-01
1.199999999999999956e-01,1.179999999999999938e-01,1.179999999999999938e-01,1.179999999999999938e-01,1.160000000000000059e-01
1.100000000000000006e-01,1.120000000000000023e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.120000000000000023e-01
1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01
8.400000000000000522e-02,8.400000000000000522e-02,8.400000000000000522e-02,8.400000000000000522e-02,8.400000000000000522e-02
