3.264094955489614536e-02,3.145400593471810169e-02,3.145400593471810169e-02,3.204747774480712352e-02,3.204747774480712352e-02
3.204747774480712352e-02,3.264094955489614536e-02,3.264094955489614536e-02,3.145400593471810169e-02,3.264094955489614536e-02
3.204747774480712352e-02,3.323442136498516025e-02,3.145400593471810169e-02,3.204747774480712352e-02,3.264094955489614536e-02
3.264094955489614536e-02,3.323442136498516025e-02,3.264094955489614536e-02,3.264094955489614536e-02,3.204747774480712352e-02
3.264094955489614536e-02,3.204747774480712352e-02,3.204747774480712352e-02,3.204747774480712352e-02,3.204747774480712352e-02
3.382789317507418209e-02,3.382789317507418209e-02,3.323442136498516025e-02,3.382789317507418209e-02,3.382789317507418209e-02
4.451038575667656122e-02,4.332344213649851755e-02,4.391691394658753939e-02,4.272997032640949572e-02,4.332344213649851755e-02
3.560830860534124759e-02,3.501483679525222575e-02,3.501483679525222575e-02,3.501483679525222575e-02,3.442136498516320392e-02
3.264094955489614536e-02,3.323442136498516025e-02,3.264094955489614536e-02,3.264094955489614536e-02,3.323442136498516025e-02
2.967359050445103966e-02,2.967359050445103966e-02,2.967359050445103966e-02,2.967359050445103966e-02,2.967359050445103966e-02
2.492581602373887192e-02,2.492581602373887192e-02,2.492581602373887192e-02,2.492581602373887192e-02,2.492581602373887192e-02
